id_cliente,razao_social,representante,cidade,estado,cnpj,tipo_cliente,e-mail,telefone,celular
60571,Novaes Melo S.A.,Dr. Mateus Viana,Rios de Siqueira,RJ,39.524.801/0001-91,PF,asafecosta@example.com,+55 31 1963 3737,84 3067 5938
59552,Barros Santos S/A,Gabriel Cardoso,Nogueira do Amparo,SP,23.746.918/0001-80,PF,zduarte@example.net,+55 31 8098-5807,+55 61 8032 0715
98326,Cirino Araújo - ME,Eduardo Pereira,Rezende,MT,42.103.968/0001-93,PJ,evelynnascimento@example.com,+55 (084) 4899-8847,21 5170 7560
28402,Cassiano Cirino - EI,Ana Cecília Viana,Vargas,DF,05.189.742/0001-20,PF,bianca23@example.org,51 8703 3231,11 7565 8649
85762,Nogueira,Valentina Gomes,Câmara de Caldeira,PR,91.753.248/0001-89,PJ,juanabreu@example.net,(031) 6861-5137,21 6435-3166
89086,Leão,Nicole Novais,das Neves,RS,52.980.461/0001-71,PJ,cassianoluiz-henrique@example.net,+55 (084) 7057-4048,(021) 8374-4671
39992,Cavalcante Vargas S/A,Alícia Moreira,Jesus do Galho,PA,43.678.910/0001-30,PF,breno21@example.com,51 1897 8098,81 8004-0585
34304,Carvalho e Filhos,Marcos Vinicius Aparecida,Pastor,MS,12.538.407/0001-56,PF,melissaaragao@example.org,+55 (041) 2860 0208,(021) 1203-7068
80011,Aragão,João Felipe Fogaça,da Cruz,RJ,52.830.176/0001-74,PJ,luiz-miguelmarques@example.com,0900-940-2397,+55 51 7075 3879
38050,Sá,Hadassa das Neves,da Mota,MG,56.397.420/0001-08,PJ,nunescamila@example.com,+55 71 9340 6328,(061) 3110 7680
59230,Melo,Luara Viana,Novais,SC,79.456.230/0001-10,PJ,matheusleao@example.com,(071) 0036-9314,(061) 0662 1377
40694,Pires - EI,Dr. Antony Martins,Sousa,MG,02.578.169/0001-59,PF,ravi-luccapires@example.net,(021) 8581 7184,+55 31 9766-9808
23674,Câmara Porto e Filhos,Dr. Liam Pastor,Cavalcanti de Minas,RO,34.681.270/0001-27,PF,camila61@example.com,+55 81 9338 7073,+55 (081) 0591-5884
89971,Novais,Agatha Borges,Silveira de Teixeira,RS,41.382.709/0001-86,PJ,da-rosadiogo@example.org,(081) 6325 0317,41 4314 0214
15413,da Luz Cavalcante Ltda.,Clarice Monteiro,Pastor,AP,46.085.371/0001-14,PF,sajoao-vitor@example.org,+55 (084) 5541-5557,+55 21 5358 8839
80483,Silveira Pires - EI,Ana Beatriz Moreira,Cunha do Galho,PA,42.561.793/0001-68,PJ,mariapastor@example.com,11 2694 5694,(061) 9595 2013
86707,Campos,Luan Rezende,Casa Grande,BA,34.516.280/0001-07,PF,qbarbosa@example.org,41 9120 2895,21 9305 5680
84216,Pereira,Stephany Peixoto,Santos do Sul,RS,57.820.439/0001-88,PJ,larissaabreu@example.com,(061) 6094-7269,84 8852 9673
53716,Câmara Duarte S.A.,Ana Cecília Garcia,Ribeiro de Cassiano,RN,28.950.346/0001-70,PJ,ana-juliamonteiro@example.net,21 4214-8561,+55 (021) 4779-6152
56323,Rezende e Filhos,Laís Freitas,Machado de da Conceição,GO,63.018.975/0001-67,PF,carolina44@example.org,61 2806 8428,81 7379-5219
84790,Machado,Juan Cavalcanti,Brito,MS,32.576.810/0001-87,PJ,daniloferreira@example.org,+55 41 0839-5542,(031) 2480-5679
11894,Carvalho Guerra S/A,Davi Guerra,Vasconcelos da Serra,MA,79.260.584/0001-94,PJ,davi-luiz26@example.net,+55 71 7686 2087,41 6114-1818
65527,Correia Ltda.,Manuela Camargo,da Cunha,BA,79.168.345/0001-09,PJ,joao-felipe10@example.com,+55 (051) 2028-0046,31 9317-8306
87740,da Cunha,Maria Julia Jesus,Andrade,PR,38.962.475/0001-31,PJ,da-motaalice@example.net,+55 41 8365 6430,0300-259-9874
60293,Alves,Cauã Casa Grande,da Mota Verde,SP,32.759.140/0001-34,PF,juliamachado@example.com,31 4849-5375,+55 (084) 1418 2990
37803,Silveira Guerra - ME,Raquel Leão,Montenegro de Fernandes,PA,49.032.587/0001-00,PJ,maria-helenaleao@example.com,0500 885 1884,+55 84 7076-6133
87209,Casa Grande,Breno Martins,Rios,PA,62.037.158/0001-93,PJ,carolinamoreira@example.net,(031) 9070 9567,+55 71 4835-4065
32458,Costa,Dra. Amanda Andrade,Jesus do Oeste,SE,29.105.638/0001-79,PJ,britoanthony@example.org,+55 41 2333 5628,(071) 2723-9368
64621,da Cunha,Vitor Rezende,Jesus da Serra,BA,76.052.914/0001-68,PJ,joao-lucasdias@example.org,+55 11 1562 7690,(021) 9331 0912
60231,Duarte - EI,Bernardo Câmara,Sales,BA,39.648.527/0001-62,PJ,marcelaramos@example.org,+55 (021) 2674 8333,+55 21 6063 3531
20720,Melo,Alexia Barbosa,Montenegro de Goiás,MS,16.783.492/0001-79,PJ,caio12@example.org,(051) 5099-9113,+55 (011) 9198-8588
70339,Cunha Garcia - EI,Alexandre Mendes,Sales de Minas,RN,27.804.936/0001-21,PJ,maya82@example.org,11 1846-3553,81 8142-9412
84798,Fernandes Ltda.,Dra. Rafaela Novaes,Dias,RS,03.789.214/0001-87,PF,lunna42@example.org,(081) 3159 1549,71 5911 2937
16837,Araújo,Helena da Costa,Sampaio,DF,10.764.398/0001-96,PF,zpereira@example.com,+55 11 3378-9180,+55 (061) 9615 1317
52889,Aparecida Ramos Ltda.,Nina Leão,Melo,DF,39.185.067/0001-83,PJ,goncalvesnatalia@example.org,(081) 9508 0154,+55 61 8530 3128
46647,Santos,Nicolas Barros,Marques Verde,MA,12.068.534/0001-39,PJ,biancabarbosa@example.com,+55 (081) 4805 5933,+55 (021) 0858-5557
82198,da Mata Cunha - EI,Lorena Abreu,Albuquerque,SE,87.213.095/0001-00,PJ,salesanthony-gabriel@example.org,(061) 4285 0279,0300 223 7664
75730,Castro,Maria Cecília Pinto,Viana da Praia,MA,62.593.841/0001-07,PF,da-costaluiz-fernando@example.net,(041) 5717 6303,+55 51 6061 1802
82172,Almeida - ME,Isaque da Cruz,Cassiano Verde,PI,05.346.271/0001-17,PF,isabela21@example.net,+55 (051) 9504-3650,+55 71 3791 7700
62184,Aparecida - EI,Davi Duarte,Silveira do Oeste,AM,06.185.392/0001-97,PF,heloisalima@example.org,51 0770 6910,(031) 3318 0303
54771,Vieira,Aylla Nascimento,Câmara do Oeste,PA,98.135.240/0001-06,PJ,ayllanogueira@example.com,(081) 6182-3413,+55 31 5866-1868
88365,Novais,Oliver Garcia,Vasconcelos de Goiás,RJ,29.835.416/0001-01,PF,diegosa@example.net,+55 71 5973 4096,84 1752 3236
50155,Novais,Maria Liz Viana,Pereira,AC,16.309.725/0001-04,PF,juliaramos@example.net,81 0238 9275,21 0542-3092
38121,Aragão,Samuel Moura,Cavalcante,CE,58.023.197/0001-64,PJ,sophiamonteiro@example.net,+55 (041) 6147 4723,+55 (021) 4045-9579
13711,Silva,Stephany Albuquerque,Castro da Serra,MG,26.813.907/0001-63,PJ,luiz-otavio95@example.com,(071) 2125-3564,+55 11 7427-7111
87687,Rezende,Francisco Machado,Rocha da Praia,DF,49.801.237/0001-60,PF,otavioporto@example.com,11 0172 2495,(031) 9710-2934
81134,Melo Andrade S/A,Davi Macedo,Ribeiro,RJ,08.275.341/0001-81,PJ,sampaioluna@example.com,+55 41 8310 8340,+55 (061) 5670-2612
85987,Melo Santos Ltda.,Bento Ramos,Moura,AP,70.945.632/0001-03,PJ,antonellada-cruz@example.org,71 9988-4407,+55 (041) 0495-7028
54875,Vargas,Pietro Macedo,da Costa da Praia,RS,07.621.435/0001-00,PJ,jesuscalebe@example.net,+55 51 4051 8916,(061) 5886-2101
80002,Moreira,Vicente Cassiano,da Mata Alegre,DF,95.208.467/0001-38,PF,bsousa@example.net,+55 41 2082-8025,+55 (051) 4250-8613
74934,Pacheco S.A.,Ana Laura Farias,Albuquerque,RJ,15.062.379/0001-31,PF,maria-luiza49@example.net,+55 (061) 2192-3435,+55 31 2783-6385
54676,Barbosa Porto - ME,Maria Helena Mendes,Mendonça de Martins,TO,01.398.752/0001-15,PJ,nmachado@example.com,0300 076 1499,0300-968-4232
83087,Pires Barbosa e Filhos,Jade Câmara,Borges de Borges,CE,09.425.631/0001-27,PF,luigi24@example.com,+55 71 8883-3043,(084) 4451-9538
